Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2019,08/02/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Training,Harness,84 degrees - Clear,Party Rockin,LISA M. ZABIELSKI,,Party Rockin - Tr. Lisa Zabielski - Late Scratch (lame),
2019,08/03/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLGR - Barn 12,Training,Thoroughbred,75 / Sunny,Avon Gold,JACQUELINE L. STAUFFER,,Avon  Gold  -  Trn:  Jacqueline Stauffer  -  sustained injury to the right front Pastern (P1) while training necessitating euthanasia  -,
2019,08/03/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),,Racing,Thoroughbred,clear/81,Forewarned,URIAH A. ST LEWIS,JOHN BISONO,H-Forewarned (Tr. Uriah St.Lewis) stumbled after finish  unseating jockey.  No injury to jockey.,
2019,08/03/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),Inner Turf Course,Racing,Thoroughbred,clear/81,Divine Miss Grey,DANNY A. GARGAN,MANUEL FRANCO,Divine Miss Grey - Tr. Danny Gargan -Fx LF ankle-sent to Rood & Riddle for surgery,
2019,08/04/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),1/2 mile pole,Racing,Thoroughbred,79,Sundae On Sunday,MICHAEL S. FERRARO,RAJIV C. MARAGH,Sundae On Sunday - Tr. M.S. Ferraro - went down in the vicinity of the 1/2 mile pole and was euthanized on track.  Investigation continues.,Euthanasia
2019,08/06/2019,FALL OF RIDER,Finger Lakes Gaming & Racetrack,Starting Gate,Racing,Thoroughbred,78 - Rain,Burkey's Babe,MICHAEL (ANTHONY) A. FERRARO **,ELIAS PELTROCHE,Burkey's Babe  -  Trn: M. Anthony Ferraro  -  Jockey: Elias Peltroche  was unseated upon exiting the gate  -  No injury to jockey  -  No injury to horse.,
2019,08/07/2019,FALL OF RIDER,Saratoga Racecourse (NYRA),Steeplechase Course,Racing,Thoroughbred,80 degrees - Cloudy,Wigwam Baby,JONATHAN E. SHEPPARD XXXXX,GERARD J. GALLIGAN,Wigwam Baby - Tr. Jonathan Sheppard - Unseated jockey (Gerard Galligan) during race,
2019,08/07/2019,RACING INCIDENT,Batavia Downs,Batavia Downs at starting line,Racing,Harness,Partly cloudy 75deg,Good Lookin Woman,ANTHONY C. CUMMINGS,KEVIN J. CUMMINGS,H:Good Lookin Woman - D: Kevin Cummings - Horse broke at gate prior to start causing D: Cummings and sulky to tumble over top of horse,Injury
2019,08/08/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),After finish,Racing,Thoroughbred,84,tricky magician,MARK E. CASSE,IRAD ORTIZ JR,Tricky Magician pulled up after finish- vanned back to barn- possibly  tossed a shoe,
2019,08/11/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,81,Talking,MICHAEL P. DEPAULO,LUIS SAEZ,Street Talking Guy- pulled up after finish-vanned off-Possible sesamoid issue-RETIRED,Injury
2019,08/13/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After the finish,Racing,Thoroughbred,80 / overcast / Fast,Frosty Millions,ULISES GONZALEZ,RAFAEL J. ROHENA JR,Frosty Millions  -  Trn. Ulises Gonzalez  -  was vanned off the track after the finish of the 2nd race  - Unresolved splint & suspensory injuries - Euthanized - Shipped to Cornell,Injury
2019,08/14/2019,FALL OF RIDER,Saratoga Racecourse (NYRA),Steeplechase Course,Racing,Thoroughbred,78 degrees - Clear,Whitman's Poetry,JACK O. FISHER,MICHAEL D. MITCHELL,Whitman's Poetry - Tr. Jack Fisher - Unseated jockey (Michael Mitchell) during race,
2019,08/15/2019,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,,Racing,Harness,72-clear,Count the Dice,ARTHUR J. JONES,MICHAEL J. MERTON,Driver pulled horse up for refusing to pace-DNF,
2019,08/15/2019,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,backstretch,Racing,Harness,72-clear,Mercurio N,SCOTT R. BICCUM,JAMES R. TAGGART JR,Mercurio-coming down backstretch  stopped pacing- pulled up by driver DNF,
2019,08/17/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Stable area,Training,Thoroughbred,70 - Sun,It's Flashy,ORTIS N. HENRY,STEVEN FRET,It's Flashy  -  Trn. Ortis N. Henry  -   Expired on the backside after  breezing  -,Equine Death
2019,08/17/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Racing,Harness,70 degrees - Cloudy,On The Big Swing,GLENN J. RAIA,GERALD F. MATTISON,On The Big Swing - Tr. Glenn Raia - Faded quickly/finished last at a distance,
2019,08/22/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),,Racing,Thoroughbred,82,Bumperdoo,NICHOLAS P. ZITO,LUIS SAEZ,Bumperdoo pulled  up before the finish- walked off-,Injury
2019,08/22/2019,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,,Racing,Harness,,The Saint,VERONICA R. MERTON,JUSTIN V. HUCKABONE,The Saint failed to Pace and was pulled up by driver-DNF- Must qualify,Steward's List
2019,08/23/2019,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Harness Track,Racing,Harness,72 degrees - Clear,Open Table,JOHN T. LISTER III,EVAN J. HOAGLAND,Open Table - Tr. John Lister - Front legs made contact with sulky ahead  horse fell  driver thrown,Accident
2019,08/23/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),1/4 pole,Racing,Thoroughbred,cloudy/76,Behind the Couch,JEREMIAH C. ENGLEHART,JOSE L. ORTIZ,Behind the Couch - pulled up  during the 3rd race - vanned off-cut to hock requiring sutures-off for couple weeks then ok to return to training.,Injury
2019,08/24/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,,Training,Thoroughbred,65 - Overcast,Take Charge Jamie,AMBER R. COBB,JAIME RODRIGUEZ,Take Charge Jamie  -  Trn. Amber Cobb - sustained injury to leg while training necessitating euthanasia -  shipped to Cornell,Euthanasia
2019,08/24/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),stretch,Racing,Thoroughbred,Clear/78,Aymara,WILLIAM I. MOTT,JAVIER J. CASTELLANO,Aymara - Tr. William Mott - pulled up in the stretch and was vanned off.,
2019,08/24/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),stretch,Racing,Thoroughbred,Clear/78,Golden Award,WILLIAM I. MOTT,TYLER S. GAFFALIONE,Golden Award - Tr. William Mott - was pulled up in the stretch.  Walked off under own power.,
2019,08/26/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),Rood & Riddle Equine Hospital,Other,Thoroughbred,,Divine Miss Grey,DANNY A. GARGAN,,Divine Miss Grey - Tr. Danny Gargan - Developed complications from fetlock surgery/euthanized,Euthanasia
2019,08/28/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,75 degrees - Cloudy,Go Big Or Go Home,EDMUND D. DAVIS,DYLAN DAVIS,Go Big Or Go Home - Tr. Edmund Davis - DNF-vanned off-xrays showed Fx LF sesamoids-euthanized,
2019,08/29/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),after finish,Racing,Thoroughbred,,Majestic Affair,RODOLFO (RUDY) RODRIGUEZ,MANUEL FRANCO,Majestic Affair- fell after finish- vanned back to barn-vet exam revealed no injuries.,
2019,08/29/2019,RACING INCIDENT,Saratoga Racecourse (NYRA),Back Stretch,Racing,Thoroughbred,clear/80,Don't Tell Flora,JAMES T. RYERSON,PASCASIO(PACO) LOPEZ,Don't Tell Flora- pulled up on back stretch-walked off-jockey pulled up as precaution  no injury.,
2019,08/31/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),1/8th pole,Training,Thoroughbred,,sister beauty,GARY C. CONTESSA,NICHOLAS SANTAGATA,Sister Beauty-Tr. Contessa-Fx RF Medial sesamoid breezing-ambulanced to Rood & Riddle-xrays showed inoperable fracture-euthanized due to poor prognosis,Equine Death
2019,08/31/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Abba Official,JIM J. NICKERSON,LARRY D. STALBAUM,Abba Official - tr. Jimmy Nickerson - bad gaited during warm up - scratched from race,Lameness
2019,09/02/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),Main Track,Racing,Thoroughbred,75 degrees - Ptly Cloudy,Borough Boy,JENA M. ANTONUCCI,ERIC CANCEL,Borough Boy - Tr. Jena Antonucci - broke down in stretch-Fx RF sesamoids-euthanized on track,Euthanasia
2019,09/03/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,,Racing,Thoroughbred,76 / sun & clouds,Warrens Vengeance,RACHEL L. SELLS,TAMMI ANN M. PIERMARINI,Warrens Vengeance  -  Trn:  Rachel Sells  - Jockey: Tammi Piermarini  -  Vanned off after the finish  -  injury to the front left limb necessitating euthanasia - Shipped to Cornell,Euthanasia
2019,09/06/2019,EQUINE DEATH,Belmont Park (NYRA),,Training,Thoroughbred,,Royal Inheritance,JEREMIAH C. ENGLEHART,PEDRO L. COTTO,ROYAL INHERITANCE-Tr. Jeremiah Englehart-collapsed and died while training at Belmont Racetrack.  Investigation initiated.,Equine Death
2019,09/06/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont Racetrack,Racing,Thoroughbred,Rainy; Overcast,Passporttovictory,JEREMIAH C. ENGLEHART,MANUEL FRANCO,PASSPORTTOVICTORY-Tr. Jeremiah Englehart-pulled up in the 3rd Race and vanned off the track in horse ambulance. Radiographs revealed sesamoid injuries requiring euthanasia.,Euthanasia
2019,09/07/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont Training Track,Training,Thoroughbred,76,Mo Moxie,KIARAN P. MCLAUGHLIN,DEIVIS ARIAS,MO  MOXIE-Tr. K. McLaughlin-spooked and flipped while jogging on Belmont training track-Sustained injury to R Tibia necessitating euthanasia.,Euthanasia
2019,09/07/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),7/8th pole,Training,Thoroughbred,Clear  60's,So Surprising,CHRISTOPHE M. CLEMENT,,So Surprising-Tr. Clement-Fx LF sesamoids pulling up after breeze 7/8 pole-euthanized,Equine Death
2019,09/10/2019,RACING INCIDENT,Finger Lakes Gaming & Racetrack,,Racing,Thoroughbred,80 - Sun - Fast,Gimme Goosebumps,LOUIS J. SIRIANNI,CARLOS D. CAMILO-O'FARRILL JR,Gimme Goosebumps  -  Trn. Louis J. Sirianni  -  was pulled up at the 1/2 mile pole and vanned off -,Lameness
2019,09/11/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Smitty,CLAUDE L. HUCKABONE III,CLAUDE L. HUCKABONE III,Smitty - tr. Claude Huckabone III - swelling in left front extensor tendon - scratched from race.,Lameness
2019,09/12/2019,EQUINE DEATH,Belmont Park (NYRA),,Racing,Thoroughbred,Cloudy  warm,Deft,RODOLFO (RUDY) RODRIGUEZ,JUNIOR R. ALVARADO,Deft - Tr. Rudy Rodriguez - was pulled up in the vicinity of the 1/16 pole  and subsequently euthanized on track due to injury.,
2019,09/13/2019,RACING INCIDENT,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,,Imperioso,MICHAEL STIDHAM,JOEL ROSARIO,Imperioso pulled up at 1/4 pole during the running of the 6th race and was vanned off the track.,
2019,09/14/2019,EQUINE DEATH,Belmont Park (NYRA),,Racing,Thoroughbred,Clear and cool.,Rhode Island,LINDA L. RICE,JOSE LEZCANO,RHODE ISLAND; Tr: Linda Rice; was pulled up in the vicinity of the 1/2 mile pole and vanned off   was later euthanized due to sesamoid injuries.,Equine Death
2019,09/14/2019,RACING INCIDENT,Belmont Park (NYRA),,Racing,Thoroughbred,Clear  cool,MARU,RODOLFO (RUDY) RODRIGUEZ,MANUEL FRANCO,Maru - Tr: Rudy Rodriguez - was vanned off the track after the finish - Investigation continues.F,
2019,09/14/2019,RACING INCIDENT,Belmont Park (NYRA),,Racing,Thoroughbred,Clear and cool,LUTSKY,JORGE I. NAVARRO,KENDRICK CARMOUCHE,LUTSKY - Tr: Jorge Navarro - was vanned off the track after the finish. Investigation continues.,
2019,09/14/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,1/4 Pole,Racing,Harness,,Abba Official,MONICA L. KRIST,BILLY A. DOBSON,Abba official - tr. Monica Krist - DNF lame left rear due to problem in stifle,Lameness
2019,09/15/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Training,Harness,69 degrees - Clear,Global Revolution,MELISSA A. BECKWITH,MARK D. BECKWITH,Global Revolution - Tr. Melissa Beckwith - Late Scratch (sick),
2019,09/16/2019,EQUINE DEATH,Saratoga Racecourse (NYRA),,Training,Thoroughbred,,Noble Spirit,GEORGE R. WEAVER,,NOBLE SPIRIT (Tr.George Weaver) sustained RF injury while breezing on turf  subsequently euthanized due to prognosis. Inv. Continues.,Euthanasia
2019,09/18/2019,RACING INCIDENT,Finger Lakes Gaming & Racetrack,,Racing,Thoroughbred,70 - sun,CONSUBSTANTIAL,DONNA M. BIRETA,ELIAS PELTROCHE,Consubstantial - Trn: Donna Bireta - appeared in distress near the furlong marker and was eased up  did not finish   walked off on her own power.,
2019,09/19/2019,EQUINE DEATH,Belmont Park (NYRA),,Training,Thoroughbred,Sunny/70,COFFEE CRUSH,JAMES J. TONER,JAVIER J. CASTELLANO,COFFEE CRUSH - Tr James Toner -  suffered apparent cardiovascular collapse during training on pony track.,Equine Death
2019,09/20/2019,EQUINE DEATH,Belmont Park (NYRA),,Other,Thoroughbred,Clear  cool,Have Another,BRUCE R. BROWN,,Have Another - Tr: Bruce Brown - developed severe RF laminitis and was euthanized.,Equine Death
2019,09/21/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,Fair,Meet Me in L A,JAMES A. JERKENS,JOSE LEZCANO,Meet me in L A - Tr. James Jerkens - Pulled up during the race after sustaining RH leg  injury  which  necessitated euthanasia.,
2019,09/21/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,clear 80,Simmering Miss,BRUCE R. BROWN,DYLAN DAVIS,Simmering Miss - Tr Bruce Brown - was eased in the stretch.  Walked off under own power.,
2019,09/22/2019,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,7/8 Pole,Racing,Harness,Clear,Lear Seelster,JIM J. NICKERSON,MITCHELL D. CUSHING,Lear Seelster - tr. Jimmy Nickerson - driver Mitchell Cushing and horse Lear Seelster injured after collision with other sulky in Race 2,Accident
2019,09/22/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,,Munchkin Money,CHRISTOPHE M. CLEMENT,IRAD ORTIZ JR,Horse Munchkin Money - Trainer Christophe Clement - broke slow out of the starting gate and pulled up  walked off track.,
2019,09/22/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,79,Funnypointofview,JAMES T. RYERSON,JOSE L. ORTIZ,Horse - Funnypointofview - Trainer James Ryerson -  pulled up during the running of the 6th race  and was vanned off the track.,
2019,09/23/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/8 Pole,Racing,Thoroughbred,75 - light rain,Chazy,JONATHAN B. BUCKLEY,JOSE A. BAEZ *,Chazy  -  Trn: Jonathan B. Buckley  -  Jockey:  Jose Baez  - Took a bad step  stumbled at the 3/8 pole while racing.  Sustained injury to F/L limb  necessitating euthanasia -,Equine Death
2019,09/23/2019,EQUINE DEATH,Saratoga Gaming & Raceway,Barn 33 North,Other,Harness,cloudy  85,Queen Elsa,STEPHANE L. BOUCHARD,,H-QUEEN ELSA (Tr. Stephane Bouchard) found deceased in stall. Investigation continues.,Equine Death
2019,09/25/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,76,Haloween Horror,CHARLTON A. BAKER,DYLAN DAVIS,Halloween Horror-Trainer:Charlton Baker after finishing race #5 horse was Vaned off track Investigation continues,
2019,09/29/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Harness Track,Racing,Harness,67 degrees - Clear,Grammy Winner,JACKIE L. GREENE,JAY L. RANDALL,Grammy Winner - Tr. Jackie Greene - DNF (pulled up),
2019,10/03/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont Inner Track,Racing,Thoroughbred,Rainy  cool,Aquariva,ROBERT J. RIBAUDO,KENDRICK CARMOUCHE,AQUARIVA in 4th race was pulled up before crossing the wire and vanned off as a precaution.  No injury to horse.,
2019,10/07/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,back stretch,Racing,Thoroughbred,62 - cloudy - sloppy,Grady,DYLAN M. CLARKE,JAIME RODRIGUEZ,Grady - Tr.  Dylan Clarke - Broke down in the vicinity of the 1/2 mile pole -Euthanized on track.  Investigation continues.,Euthanasia
2019,10/08/2019,RACING INCIDENT,Finger Lakes Gaming & Racetrack,3/8th pole,Racing,Thoroughbred,Clear/64,Dog Soldier,MANUEL A. RUIZ,ANDRE S. WORRIE,Dog Soldier - Tr. Manuel Ruiz - was pulled up in the area of the 3/8ths pole.  Vanned off.,Injury
2019,10/09/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,,Other,Thoroughbred,62 - Sun,Corey Q,TIMOTHY P. MURPHY,,Corey Q   -  Trn: Timothy P. Murphy  -  was euthanized due to unresolved & worsening pneumonia  -  Non racing incident  -,Equine Death
2019,10/09/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After the Finish,Racing,Thoroughbred,Clear/63,B B Molly,ARCADIO LOPEZ,JOHN C. BERRIOS,B B Molly - Tr. Arcadio Lopez - Was vanned off after the finish  examined at barn where injury to  3rd carpal slab was identified.  Poor prognosis necessitated euthanasia -,Equine Death
2019,10/10/2019,EQUINE DEATH,Belmont Park (NYRA),,Other,Thoroughbred,cool and cloudy,E Z for You to Say,PATRICK J. QUICK,HEMAN K. HARKIE,E Z FOR YOU TO SAY  Tr: Patrick Quick - euthanized in stable at Belmont Racetrack for severe laminitis.,Euthanasia
2019,10/11/2019,RACING INCIDENT,Belmont Park (NYRA),,Racing,Thoroughbred,cool and cloudy,Whiskey Is My Wine,JORGE R. ABREU,IRAD ORTIZ JR,WHISKEY IS MY WINE -Trainer J. Abreu - 5th race  was pulled up and vanned off the track after crossing the wire.,
2019,10/11/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,,Woodbury,,,Woodbury-Trainer Rudy Rodriguez-Jockey Irad Ortiz  8th race horse was vanned off after completing race. Uninjured.,
2019,10/14/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont,Training,Thoroughbred,70,Mo Fun,MIKE J. MAKER,KODY M. KELLENBERGER,Mo Fun Tr. Mike Maker - suffered a cardiovascular collapse while training at Belmont investigation continues.,Equine Death
2019,10/19/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont Park,Racing,Thoroughbred,59,Newly Minted,LINDA L. RICE,JOSE LEZCANO,Newly Minted-Trainer Linda Rice-cstumbled and fell after the wire-vanned off the track.  Horse not injured.,
2019,10/21/2019,RACING INCIDENT,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,Clear/61,Refinance,SAMUEL MORALES,ANTHONY J. SUAREZ,Refinance - Tr. Samuel Morales - was vanned off after the finish.  Horse to retire per Trn. Morales,
2019,10/22/2019,ACCIDENT - ON TRACK,Monticello Raceway & Mighty M Gaming,after first turn,Racing,Harness,cold/rain/52,Iwillmakeyousaywow,TODD BUTER,MICHAEL J. MERTON,Iwillmakeyousaywow-broke after start hit outside fence-unseated driver-driver suffered broken collarbone,Accident
2019,10/23/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont,Racing,Thoroughbred,62,One River Place,RODOLFO (RUDY) RODRIGUEZ,LUIS SAEZ,One River Place (Tr: Rudy Rodriguez) DNF race  vanned off.,
2019,10/23/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Shooter McGavin,JACKIE L. GREENE,FRANK J. COPPOLA JR,Shooter McGavin - tr. Jackie Greene - lame left front while warming up,Lameness
2019,10/24/2019,RACING INCIDENT,Belmont Park (NYRA),Belmont Racetrack,Racing,Thoroughbred,Clear and sunny,DREAMZAPPER,JEREMIAH C. ENGLEHART,JUNIOR R. ALVARADO,DREAMZAPPER ( TR: Jeremiah Englehart; Jockey: Junior Alvarado) was pulled up in the 6th race at the 1/4 pole and vanned off the track as a precaution.,
2019,10/25/2019,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Main track,Training,Thoroughbred,57 - cloudy,Bet U Cant Find Me,LUIS A. GUTIERREZ *,STEVEN FRET,Bet U Cant Find Me (Tr. Luis Gutierrez)  sustained injury to right front leg while training and was vanned off.  Further examination revealed injury necessitating euthanasia due to poor prognosis.,Equine Death
2019,10/26/2019,EQUINE DEATH,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Maytime Terror,EVAN J. HOAGLAND,EVAN J. HOAGLAND,Maytime Terror (Tr. Evan Hoagland)  took mis-step during warm up resulting in injury to left front pastern which necessitated euthanasia.,Euthanasia
2019,10/26/2019,RACING INCIDENT,Belmont Park (NYRA),,Racing,Thoroughbred,cool and overcast,Native Dawn,MARK E. CASSE,JOSE L. ORTIZ,NATIVE DAWN; Tr: Mark Casse; Jockey: Jose Ortiz; lost action  fell back and was pulled up at the 1/8 pole and vanned off the racetrack in the horse ambulance.,
2019,10/27/2019,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Rain,Gigfy,BRIAN K. MATTISON,BRIAN M. CROSS,Gigfy - tr. Brian Mattison - lame in left rear before warm-up - scratched from race,Lameness
2019,10/30/2019,RACING INCIDENT,Batavia Downs,Batavia Downs - approaching start,Racing,Harness,Cloudy 55 deg,Our Els Dream N,DAVID S. RUSSO,JOHN P. CUMMINGS JR,H: Our Els Dream N (Driver John Cummings Jr) - Horse ran approaching gate   line broke while driver tried to gain control  causing  D: John Cummings Jr to be unseated - No injury to Horse or Driver,
2019,11/01/2019,RACING INCIDENT,Aqueduct Racetrack (NYRA),,Racing,Thoroughbred,cool and overcast,FELONY MELANIE (KY),CARLOS F. MARTIN,MICHAEL J. LUZZI,FELONY MELANIE (Tr: C. F. Martin; Jockey: Michael Luzzi) was pulled up inside the sixteenth pole and was vanned off the track in the horse ambulance.,
2019,11/02/2019,DRIVER/JOCKEY INJURED,Aqueduct Racetrack (NYRA),,Racing,Thoroughbred,Cloudy; cool,Crimson Frost,MICHELLE C. NEVIN,HARRY HERNANDEZ,CRIMSON FROST (KY)(Tr: Michelle Nevin   Jockey: Harry Hernandez) fell after the start and unseated rider. Investigation initiated.,Accident
2019,11/02/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont TB,Training,Thoroughbred,pt cloudy  53,Kid Robin hood,ANDREW O. WILLIAMS,,Kid Robin Hood sustained an injury to LF Cannon Bone while galloping on the Belmont Training Track. Horse was euthanized due to extent of injury.,Euthanasia
2019,11/07/2019,RACING INCIDENT,Aqueduct Racetrack (NYRA),Aqueduct Racetrack,Racing,Thoroughbred,overcast cool,Moondance Joy,BRUCE N. LEVINE,DYLAN DAVIS,Moondance Joy;Tr:Bruce Levine; Jockey Dylan Davis; on race one  Aqueduct racetrack  was vanned of the track in horse ambulance after crossing the wire.,
2019,11/11/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont TT,Training,Thoroughbred,clear  58,Darken a Day,GARY C. CONTESSA,,Darken a Day (Tr: Gary Contessa) 2 yo sustained injury to left leg on Belmont TT requiring euthanasia  on track.,Euthanasia
2019,11/11/2019,FALL OF RIDER,Aqueduct Racetrack (NYRA),Belmont,Racing,Thoroughbred,clear,Cirque,BOB G. DUNHAM,PABLO FRAGOSO,Cirque (Tr: Dunham B.G) In  9th Race  horse lost rider Jockey Pablo Fragoso in vicinity of 3/16 pole.,
2019,11/12/2019,RACING INCIDENT,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness,Cold windy 20's,KJ Owen,GARY L. MESSENGER,JAMES R. TAGGART JR,KJ Owen-Tr. G. Messenger-spooked at fallen pylon-fell-deep abrasion to left knee-scrape to upper lip and left stifle-walked off track-Driver Taggart not injured,Injury
2019,11/13/2019,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,First turn,Racing,Harness,22-cold,Try for Art,CHRIS R. MCCRACKEN,JAMES R. TAGGART JR,Try for Art tied up at start-driver pulled horse up after 1st turn-DNF- on list,Steward's List
2019,11/14/2019,FALL OF RIDER,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred,Cloudy/34,Take It All Back,JOHN W. TEBBUTT JR,ANDY HERNANDEZ SANCHEZ,Take It All Back - Tr. John Tebbutt - unseated jockey Andy Hernandez Sanchez in the vicinity of the 1/4 pole.,
2019,11/15/2019,FALL OF RIDER,Finger Lakes Gaming & Racetrack,after finish,Racing,Thoroughbred,,C C Dreamboat,ALEXANDRA N. HILLEGASS,KEVIN J. NAVARRO,C C Dreamboat-lost rider after the finish line-  6th race- rider treated by EMT - signed off,
2019,11/17/2019,RACING INCIDENT,Aqueduct Racetrack (NYRA),,Racing,Thoroughbred,clear  cold,Brice,JONATHAN S. THOMAS,MANUEL FRANCO,BRICE; Tr: Jonathan Thomas; Jockey: Manuel Franco; in the 7th race  got pulled up into the backstretch and walked off the track under his own power.,
2019,11/17/2019,RACING INCIDENT,Aqueduct Racetrack (NYRA),,Racing,Thoroughbred,clear  cold,Jedi Master,WILLIAM I. MOTT,JUNIOR R. ALVARADO,JEDI MASTER; Tr: Wm Mott; Jockey: Junior Alvarado; in the 7th race bolted to the near side hitting the temporary rail  and was protected and eased to the finish.,
2019,11/17/2019,RACING INJURY,Saratoga Gaming & Raceway,After Race,Racing,Harness,Clear,Kapow,MEGAN E. REYNOLDS,PHILLIP J. FLUET,Kapow - tr. Megan Reynolds - completed race - diagnosed with probable torn suspensory ligament in left rear leg,Injury
2019,11/18/2019,RACING INCIDENT,Monticello Raceway & Mighty M Gaming,Monticello,Racing,Harness,Cold  rainy,Tree Wood,ANNE L. WHEELER,BRUCE A. ALDRICH JR,Tree Wood-Tr. Anne Wheeler-fell during race-choked down-no injuries to horse or driver,
2019,11/18/2019,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello,Racing,Harness,,Sandy Hook Hanover,CHAD E. WASHINGTON,KYLE W. DIBENEDETTO,Sandy Hook Hanover-Tr. Chad Washington-Pulled up DNF-LH Suspensory-Time off,Lameness
2019,11/20/2019,EQUINE DEATH,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,48,Candy Smile,CHAD E. SUMMERS,LUIS A. RODRIGUEZ  CASTRO,Candy Smile Tr: C Summers Jockey Luis Rodriguez Castro Horse was vanned off after finishing race  injury to LF required euthanasia.,
2019,11/20/2019,FALL OF RIDER,Aqueduct Racetrack (NYRA),Aqueduct,Racing,Thoroughbred,,That is Key,,HECTOR R. DIAZ JR,That is Key (Jockey Hector Diaz Jr) Horse stumbled at start of race unseating jockey. Jockey walked off went to first aid and was treated and released. Jockey will continue to race. Race 4 Horse 3.,
2019,11/21/2019,EQUINE DEATH,Belmont Park (NYRA),,Other,Thoroughbred,53,LONG HAUL BAY,LINDA L. RICE,,LONG HAUL BAY; Tr: Linda Rice; PONY retired racehorse  was euthanized in barn this morning due to severe colic.,
2019,11/24/2019,EQUINE DEATH,Belmont Park (NYRA),Belmont,Other,Thoroughbred,49,Goneonamission,EDUARDO E. JONES,,GONEONAMISSION (Tr. E. E. Jones) found deceased in stall with apparent head injury.,Equine Death
